word,freq
anoucement,1
anought,1
anouncement,1
anreise,1
anruf,1
ans,5
anselmo,1
ansi,1
ansvar,1
answear,1
answeared,1
answer,1127
answerd,3
answere,1
answering,6
answerwd,1
answete,1
ant,102
ante,1
antenna,8
antennae,1
anteriores,1
antes,6
anthea,1
anther,1
anthony,113
anthonys,1
anthropologist,1
anti,6
antibacterial,1
antica,1
anticipate,61
anticipated,1
anticipation,1
antigo,1
antiguedad,1
antique,8
antisocial,1
antithesis,1
antoine,2
antoinette,1
anton,1
antonella,2
antonia,8
antonias,1
antonin,2
antonio,36
antonios,1
antonis,2
antony,2
antwortet,1
anu,3
anuar,1
anuncio,2
anussall,1
anvery,1
anwar,1
anwere,1
anwsere,1
anx,1
anxiety,10
anxious,14
anya,4
anybody,61
anyday,2
anyhe,1
anymore,48
anyplace,1
anythingvtwice,1
anytime,129
anytine,1
anyways,24
anzee,1
ao,2
aok,3
aopartment,1
aorund,1
aos,1
aound,1
aoutside,1
ap,6
apace,1
aparece,1
aparently,1
aparmant,1
aparment,19
aparmtment,1
aparrel,1
apart,144
apartament,43
apartamente,1
apartamento,30
apartamiento,1
apartement,39
apartent,1
apartm,1
apartman,5
apartmanet,1
apartmant,3
apartmemt,1
apartmen,5
apartmenet,1
apartment,14552
apartmentand,1
apartmentband,1
apartmentnumber,1
apartments,4
apartmentwould,1
apartmet,1
apartmn,1
apartnent,1
apathetic,1
apatment,1
apatrment,1
apear,1
apeksha,2
apenas,1
apercevable,1
apertment,1
aplenty,2
apliance,1
apollo,18
apollotheater,1
apologetic,26
apologise,7
apologize,81
apology,32
apon,1
app,162
appaired,1
appal,4
appalling,5
apparatus,2
apparement,1
apparemment,1
apparent,15
apparently,74
apparment,1
appart,12
appartament,5
appartamento,8
appartement,232
appartmend,1
appartmens,1
appartment,664
appartmentgood,1
appartmet,1
appeal,18
appealing,16
appealingly,1
appear,254
appearance,19
appeard,1
appearing,1
appease,1
appendere,1
appere,1
appericate,1
appernty,1
appertment,2
appetite,2
appetizer,1
appiance,1
apple,76
applebees,1
appletv,1
appliance,113
appliances,6
applicable,5
applicance,1
applicant,1
application,6
applices,1
applie,1
applogize,1
apply,26
appoartement,1
appoint,164
appointed,2
appointment,8
appollo,1
appolo,1
apportion,3
appr,1
appre,1
appreaciate,1
apprecia,1
appreciable,10
appreciate,439
appreciated,3
appreciation,1
appreciative,8
apprecie,1
appreciete,1
apprehension,2
apprehensive,7
appretment,1
appriate,1
apprichiate,1
appriciate,2
approach,42
approachable,29
appropiate,1
appropriat,1
appropriate,46
appropriately,13
approval,1
approve,20
approx,37
approximate,2
approximately,31
approximation,1
approximatively,2
approximatly,1
approxumativelly,1
apprtment,1
apprxo,1
appt,16
apr,1
apreciate,1
apricated,1
april,23
aprmet,1
aprobechenlo,2
aprox,8
aproximately,1
aprt,1
aprtment,5
apt,868
aptartment,1
aptly,2
aptment,2
aptmnt,1
aptn,2
apto,2
apx,1
aqain,1
aquarium,1
aqueduct,1
aqui,1
aquipment,1
ar,6
araa,1
arabella,4
aracelis,1
aracely,1
arally,4
aram,1
aramis,2
arbitrary,1
arbitration,3
arbitrator,1
arbnb,2
arbor,1
archie,3
architect,2
architecture,5
archival,2
archway,1
arctic,1
ard,1
arden,2
arduous,1
area,3839
arek,1
aren,1
arena,2
arepas,1
argentina,5
arguably,3
argue,37
arguement,1
arguing,1
argument,15
argumentative,3
ari,18
aria,1
ariadna,2
ariana,1
arianna,5
aribnb,1
aric,1
arieal,1
ariel,19
ariela,2
arielle,1
ariels,1
aris,1
arise,28
aristotle,1
arive,1
arizona,1
arlene,11
arlette,7
arlo,1
arm,13
armada,1
armadio,1
armand,3
armando,2
armanndo,1
armari,1
armchair,4
armchairs,1
armoire,2
armonk,1
armor,1
armory,8
armstrong,1
army,4
arnab,1
arnaud,1
arno,1
arnold,1
arohnd,1
aroind,1
aroma,4
aron,7
aroud,1
arounf,1
arouse,1
arraignment,1
arrange,161
arrangeante,2
arranged,1
arrangement,140
arrangements,1
arranging,1
arrangment,1
array,8
arrea,1
arrenge,1
arrest,1
arresting,1
arribed,1
arrival,17898
arrive,1899
arrivee,4
arrivees,1
arriving,4
arrogant,3
arround,9
art,100
artefact,1
artem,5
artery,1
artez,1
artful,2
artfully,1
arthur,15
arti,3
artichoke,2
article,3
articulated,1
artie,4
artifact,3
artifical,1
artificial,7
artisan,3
artisanal,1
artist,36
artistic,47
artistically,4
artisty,1
artitude,1
arts,1
artsy,33
arturo,4
artwork,20
arty,10
arucheng,1
arumph,1
arun,8
arund,1
arverne,1
aryanas,1
asad,32
asads,1
asaf,1
asana,1
asap,44
ascend,2
ascensor,2
ascensore,1
ascent,1
ascertain,1
ascertainable,1
ash,8
ashamed,5
ashante,1
asharf,1
ashe,7
ashely,3
ashiv,1
ashland,1
ashley,42
ashraf,1
ashton,4
ashtray,2
asi,3
asia,5
asian,49
asians,3
aside,86
asif,5
asil,1
ask,1829
asked,2
askedfor,1
askeley,1
askhat,2
asking,3
asleep,89
asnspecified,1
asome,1
asp,1
aspa,1
aspect,72
aspecte,1
aspected,1
aspettava,1
aspetto,1
aspirateur,1
aspire,1
asqueroso,1
ass,10
assad,5
assault,6
asse,1
assemble,1
assembly,1
assert,1
assertive,1
assess,2
assessable,2
assessment,2
asseyait,1
assian,1
assiati,1
assicuro,1
assign,14
assignment,3
assisst,1
assist,68
assistance,62
assistant,20
assistence,1
assistenza,1
assistidos,1
associate,13
associated,1
association,2
assol,1
assolutamente,2
assorted,4
assortment,9
assstance,1
assume,95
assumption,3
assurance,1
assure,38
assuredly,2
assustar,1
assyllum,1
asta,1
asthetic,1
asthma,18
astma,1
aston,1
astonish,3
astonished,1
astonishing,3
astonishingly,2
astonishment,1
astor,15
astoria,131
astound,1
astounding,4
astray,1
astronomical,2
astronomically,1
astute,1
aswad,4
aswads,1
aswell,3
aswere,1
atay,1
ate,1
atelier,1
atencao,1
atencion,5
atenciosa,1
atencious,1
atention,1
atento,2
atheens,1
athena,3
athens,1
athmosphere,1
athnony,1
atique,1
ativo,1
atl,1
atlanta,3
atlantic,14
atleast,8
atm,3
atmosphere,107
atmospheric,2
atmost,1
atms,1
atop,4
atopic,1
atp,1
atraction,4
atracttion,1
atrium,1
atrocious,6
att,2
attach,57
attached,2
attachment,1
attack,13
attaphon,1
attempt,88
attencious,3
attend,117
attendant,9
attendee,1
attent,1
attentative,3
attentes,1
attention,194
attentional,1
attentionne,1
attentious,1
attentiv,1
attentive,518
attentiveness,7
attested,1
attetenctive,1
atthaphon,3
atthe,1
attic,24
attire,1
attitude,72
attorney,1
attracrion,1
attract,7
attraction,120
attractions,1
attractive,30
attractively,2
attranction,1
attribute,5
attrocious,1
atty,1
atunne,1
atv,1
atypical,2
atypically,1
au,11
aubeen,1
aubrey,6
auburndale,2
aubway,1
auch,14
aucun,2
audacity,1
aude,6
audemar,3
audible,11
audibly,1
audience,2
audio,1
audition,2
audlyn,1
audrey,2
auf,11
aufenthalt,8
aufenthaltes,1
aufenthalts,1
aufgenommen,1
aufgeschlossene,1
aufwachen,1
aug,1
august,24
augustin,1
augustine,1
aun,1
aundre,12
aunim,1
aunque,4
aunt,23
auperhost,1
aur,1
aura,4
auran,1
aurea,1
aurelia,1
aurelie,4
aurelio,1
aurora,2
aus,5
ausgestattet,1
ausreichend,4
ausserdem,1
aussi,1
aussie,1
austausch,1
austere,2
austin,9
australia,6
australian,1
austria,2
autentic,1
autentica,1
authentic,113
authentically,1
authenticity,2
authentiek,1
authentisch,1
authomatic,1
authority,46
authorization,2
authorize,9
authoroties,1
auto,10
autobody,1
autobus,1
automate,16840
automaten,1
automatic,8
automatically,13
automaticamente,1
automotive,1
autonomously,1
autonomy,2
autorisation,1
autorized,1
autumn,11
autumns,1
aux,1
av,61
ava,5
avaiable,1
avaialbe,1
avaialble,1
avaient,1
avail,18
availability,48
available,1443
availablity,1
availbale,1
availiable,1
avais,1
avait,2
avaivibel,1
avalable,1
avaliable,3
avalible,1
avant,1
avantgardner,1
avantika,1
avanue,1
avay,1
ave,230
avec,4
avenger,1
avenue,185
avenues,1
average,126
aversion,3
avertise,1
avery,4
averythe,1
averything,1
aves,1
avesse,1
avevo,1
avg,2
avi,8
avid,2
aviole,1
avion,1
aviona,1
aviva,1
avkash,1
avner,2
avoid,225
avoidable,1
avoir,1
avon,4
avons,3
avoud,1
avrei,1
avrete,1
avril,1
avuto,1
avxd,1
awailable,1
await,11
awake,66
awaken,17
awakening,1
award,1
aware,430
awareee,1
awareness,1
awasome,1
away,3711
awe,4
aweful,1
awesom,2
awesome,291
awesomely,5
awesomeness,6
awesomeplace,1
awesone,3
awet,5
awful,90
awfull,3
awfully,4
awhile,19
awilda,2
awkard,1
awkward,95
awkwardly,4
awkwardness,1
awning,1
awnser,2
awosome,1
awrsome,1
awry,1
awseome,1
awsm,1
awsome,55
awsone,1
awsum,1
aww,1
awwwe,1
awwwwsooome,1
axcellent,2
axel,1
axi,1
axis,1
aya,3
ayal,4
ayan,1
ayana,15
aydin,9
ayer,1
ayesha,3
ayhan,2
ayinde,3
ayisha,1
ayman,3
ayn,1
ayo,6
ayuda,2
ayudar,1
ayudarnos,1
az,6
azahar,1
azeez,1
azi,6
aziz,1
aziza,1
azizul,1
azul,1
azzie,4
ba,13
baathroom,1
bab,1
babajide,3
babajides,1
babak,1
babe,1
babies,1
baby,123
babybed,1
babysat,1
babysitte,1
bacame,1
bachata,1
bachelor,11
bachelorette,3
backache,5
backboard,1
backdoor,3
backdrop,3
backerei,1
backers,1
background,10
backing,1
backjard,1
backpack,25
backpacker,19
backpackers,1
backpacking,1
backpain,1
backpak,1
backpedal,1
backroom,3
backside,1
backsplash,1
backup,5
backward,1
backwards,9
backyard,122
bacl,1
bacon,2
bacteria,4
bad,1804
badass,1
baddly,1
bade,1
baden,2
badge,1
badketball,1
badly,46
bado,1
badroom,1
bady,1
baffle,5
baffling,1
bag,529
bagage,4
bagagem,1
bage,1
bagein,1
bagel,80
bagels,7
bagelsmith,1
baggage,51
baggeuroneun,1
bagging,1
baggwieo,1
baghibolraega,1
bagle,2
bagno,3
bagpack,1
baguette,1
bah,1
bahiyyah,1
bahn,9
bahnanbindung,1
bahnstation,1
bahnstationen,1
bai,1
baignoire,1
bail,1
bain,1
bairro,3
bait,9
baites,1
baizy,1
baja,1
bajera,1
bajgel,1
bajo,1
bake,16
baked,1
baker,1
bakeri,1
bakery,71
bakeware,1
baking,3
baku,1
bakwibeolrewa,1
balance,21
balanced,4
balcon,2
balcony,103
bald,1
baldeacao,1
baldige,1
balky,1
ball,28
balla,2
ballas,1
baller,2
ballet,2
balloon,2
balm,2
baloncesto,1
baltimore,2
bam,5
bamboozle,1
bame,1
bamgeori,1
bamneujge,1
ban,13
banana,7
bancos,1
band,11
bandage,3
bandaid,2
bandita,1
bandscheiben,1
bandwidth,1
bang,139
bangane,1
bangeungi,1
banghaehabnida,1
bangi,1
banging,10
bangla,1
banheiro,4
banister,5
bank,39
banner,1
bannister,1
bano,8
banos,1
banqueta,1
banter,1
banty,1
bao,5
bar,1099
barabara,1
barabwasseulddae,1
barano,1
barato,1
barb,4
barbara,24
barbecue,4
barber,4
barbershop,3
barbie,1
barcelona,1
barclay,16
barclays,30
bard,1
bardy,2
bare,113
barebone,5
barefoot,9
barefoote,3
barely,176
bares,1
bargain,31
barge,12
barhroom,1
barish,1
barista,1
bark,56
barking,4
barkle,1
barley,4
barly,1
barman,1
barn,2
barnabas,1
barnard,5
baron,2
barracks,1
barri,1
barrier,8
barrio,17
barry,13
bars,9
bart,2
bartender,2
barthroom,1
bartok,1
barton,1
baruch,1
barulho,1
bascially,1
base,299
baseball,9
baseboard,8
baseboards,1
basecamp,4
baseless,2
baseline,1
baseman,2
basement,719
bash,2
bashiri,2
basia,3
basic,788
basically,218
basin,11
basis,19
basket,18
basketball,7
baskin,1
basquiat,2
basrmemy,1
bass,9
bassam,2
bassement,1
bastante,3
basura,2
bat,6
batchtub,1
bates,1
bath,429
bathe,15
bather,1
bathing,7
bathmat,3
bathoom,1
bathroam,1
bathrob,1
bathrobe,5
bathroom,4529
bathrooms,1
bathrooom,1
bathrug,1
bathtowell,2
bathtub,131
bathub,2
batman,1
batroom,2
batter,2
battery,53
battle,4
battled,1
battterie,1
bay,22
bayridge,2
bayside,4
bazelais,2
bb,3
bbaleul,1
bbareuge,1
bbareun,1
bbbbbig,1
bber,1
bbicuu,1
bbq,9
bc,39
bcause,1
bcos,1
bcoz,1
bcs,2
bcuz,2
bcxian,1
bcz,1
bd,6
bday,2
bdmf,1
bdr,1
bdrm,3
bea,1
beaauuuuutiful,1
beach,174
beachy,2
beacon,1
bead,1
beagle,2
beakfast,1
beam,2
bean,10
beanbag,1
beanstanden,1
beantwortet,2
bear,35
bearable,14
bearing,7
beast,2
beat,661
beatable,2
beatiful,16
beatifull,4
beatifully,1
beating,2
beatitul,1
beatrice,5
beatrix,5
beatriz,6
beatrizde,1
beatrizji,1
beatrizyi,1
beatstro,1
beauand,1
beaucoup,2
beauitful,2
beaut,1
beautifoul,2
beautifuk,1
beautiful,440
beautifull,23
beautifully,40
beautifuly,1
beautuful,1
beauty,9
beautyful,1
beauuuuutiful,2
beauuuuuutiful,1
beaware,1
bec,2
becase,2
becasue,2
becausemy,1
becca,2
becky,1
becourse,1
becouse,4
becoz,1
becuase,5
becuse,1
bed,5073
bedbug,28
bedbugs,1
bedchuang,1
bedclothe,2
bedcover,1
bedding,162
bedford,105
bedfordstuyvesant,1
bedframe,1
bedhaus,7
beding,1
bedlinen,1
bedrm,1
bedrom,4
bedroom,2724
bedrooms,1
bedrooom,1
beds,35
bedsheet,59
bedsheets,4
bedside,22
bedsidelamp,1
bedsit,2
bedspace,3
bedspread,2
bedstuy,13
bedsty,1
bedtime,4
bee,4
beeauuuuuuutiful,1
beebe,3
beedsheet,2
beee,4
beef,2
beem,1
beep,11
beeping,2
beer,44
beet,1
beetle,3
befindet,2
beforeand,1
beforr,1
befriend,2
befullt,1
beg,11
begel,1
beggar,1
begging,2
beggining,1
begin,76
begining,2
beginner,1
beginning,98
begrudgingly,2
behaijajsbhsja,1
behalf,19
behalfs,1
behave,12
behaved,2
behavior,36
behaviour,19
bei,18
beibei,1
beiden,1
beige,2
beighbourhood,1
beijing,1
beim,1
beittany,1
bekah,1
bekamen,1
bekommen,1
bekommt,1
bel,3
bela,1
belarus,1
belding,1
beleive,2
belgica,1
belgium,3
belief,3
believe,204
believer,1
beligerant,1
