word,freq
asunto,1
asweel,1
aswell,1
aswiweossdeon,1
atall,1
atelier,1
atencioso,1
atenta,1
ater,1
athena,2
ather,2
athony,1
atlanta,3
atlantic,5
atlease,1
atleast,4
atm,2
atmosphere,19
atopic,1
atornillados,1
atrocious,1
attach,30
attached,2
attachment,1
attack,24
attatche,1
attempt,97
attend,28
attendance,1
attendant,4
attendetive,1
attendible,1
attention,77
attentive,32
attentiveness,1
atterissage,1
attest,1
atthaphon,1
attic,7
attitude,84
attract,6
attraction,15
attractive,11
attrezzata,1
attribute,1
auch,15
auction,1
audacity,10
audible,3
audibly,1
audio,4
audr,1
auf,13
aufenthalt,15
aufenthaltsraum,1
aufgebohrt,1
aufpasste,1
auftrag,1
aufzug,1
aug,1
augmentative,1
august,20
aun,1
aunque,4
aunt,14
aura,3
aurbnb,2
aus,6
auschecken,1
ausflugen,1
ausgeholfen,1
ausgerustet,1
ausgestattet,4
ausgezogen,1
auskunft,1
auslandssemester,1
ausreichend,3
ausschlaggebend,1
ausser,1
ausserdem,2
ausserst,2
aussicht,1
ausstattung,1
australia,4
auswahl,1
auszuhelfen,1
autentico,1
authentic,9
author,1
authorise,1
authority,19
authorize,1
autistic,1
auto,6
automate,7
automated,1
automatic,9
automatically,10
autorithy,1
autorization,1
autre,2
autumn,3
aux,3
av,9
avail,17
availability,11
available,282
avais,2
avait,1
avance,1
avant,2
avarage,1
ave,39
avec,4
avenue,32
aver,1
average,52
avevamo,1
avevano,1
avid,1
avions,1
avisar,2
aviso,1
avner,1
avocado,1
avoid,198
avoidable,1
avoidance,1
avoiding,1
avoir,1
avon,1
avons,3
avout,1
avremmo,1
avuto,1
avvertito,1
await,6
awake,40
awaken,9
awakening,1
aware,157
awareness,3
away,640
awe,1
aweful,2
awesome,34
awful,150
awfully,5
awhile,5
awkward,46
awkwardly,3
awkwardness,1
awsome,1
axe,1
axial,1
aya,2
ayal,5
ayana,1
ayesha,2
aymeric,1
ayuda,1
ayudar,1
azotea,1
ba,8
baby,91
babysit,1
bachelor,5
bachelorette,1
bacic,1
backache,3
backdoor,1
backend,1
backfired,1
background,4
backlog,1
backpack,6
backpacker,1
backpacking,1
backside,1
backsplash,1
backtrack,2
backup,5
backward,1
backwards,5
backyard,42
bacon,5
bacteria,2
bacterial,1
bad,2080
badassseubnida,1
badezimmer,2
badezimmerabfalleimers,1
badge,3
badger,2
badly,71
baegyindeulboda,1
baejeongbadgo,1
baffle,2
baffled,1
bag,260
bagel,13
bagels,1
baggage,15
bagno,3
baguette,1
bahn,10
bai,3
bail,1
bain,1
bairdy,1
bait,8
baja,1
bajera,1
bakc,1
bake,3
baked,1
bakery,5
balance,3
balanced,2
balck,1
balcon,1
balcony,26
ball,24
balloon,1
balsaenghan,1
baltimore,1
balustrade,2
bam,1
bamboozle,2
bamgion,1
bamneujge,1
bamsaem,1
ban,38
banana,2
banboghaessgo,1
band,5
bandaid,2
bang,58
bangeun,1
bangieosseuna,1
banging,5
bangkok,1
bangladesh,1
bangmun,1
banheiro,2
banish,1
banjihabangeul,1
banjihaceunge,1
bank,15
bannister,1
bano,14
bao,4
bar,183
baratas,3
barato,2
barbara,10
barbaras,1
barclay,2
barclays,2
bare,33
barefoot,13
barefoote,2
barely,123
bargain,6
barge,12
bark,35
barking,8
barley,2
baro,2
baron,1
barrack,2
barrage,1
barrel,2
barri,1
barricade,1
barrier,12
barrio,3
barrotes,1
bars,1
barulhenta,1
bas,1
base,74
baseball,2
baseboard,6
basement,245
bash,2
basia,2
basic,178
basically,123
basics,1
basin,7
basis,15
basket,20
basquiat,1
bass,1
bastante,1
basura,3
basuras,1
bat,3
bates,1
batgirl,1
bath,218
bathand,1
bathe,8
bathing,3
bathmat,7
bathrobe,1
bathroom,2214
bathrooms,2
bathrrom,1
bathtoom,1
bathtub,131
bathtube,1
baton,1
batroom,1
batter,1
batterie,3
battery,27
batthroom,1
battle,2
battleground,1
bay,3
bb,1
bball,1
bbalri,1
bbareun,1
bbeonbbeonhagedo,1
bbq,3
bc,23
bcp,1
bd,1
bdr,1
beacause,2
beach,15
beam,7
bean,1
bear,16
bearable,6
beard,4
bearer,1
bearing,2
beast,1
beat,84
beath,1
beatrix,1
beaucoup,1
beaulieu,1
beautiful,79
beautifully,8
beauty,5
becareful,3
becarful,1
becasue,1
becasuse,1
becca,1
beck,1
becky,1
becouse,2
becuase,1
bed,2329
bedarf,2
bedbug,7
bedclothe,4
bedcover,2
bedding,99
bedford,12
bedlinens,1
bedlinnen,1
bedmate,1
bedroms,1
bedroom,1049
beds,9
bedsheet,62
bedsheets,1
bedside,14
bedsofa,1
bedspread,3
bedspring,1
bedstead,1
bedtime,5
bee,1
beef,1
beep,16
beeping,3
beeps,1
beer,23
beetle,2
befinden,5
befindet,1
beg,11
beggine,1
beggining,2
begin,80
begining,1
beginning,46
begrusste,1
behalf,12
behave,12
behavior,60
behaviour,13
behold,2
bei,30
beide,2
beiden,3
beim,1
bein,1
bejeezus,1
bekommen,1
bekommt,2
belch,1
belegt,2
belgium,1
belief,7
believe,149
belittle,2
belkis,5
bell,32
bella,1
belle,2
belligerent,5
belligerently,1
bellow,1
belong,25
belonging,97
bem,1
bemangeln,1
ben,22
bench,5
bend,5
bene,2
beneath,7
beneficial,1
benefit,13
beng,1
benham,1
benjamin,4
benny,1
benotigt,1
bent,1
benutzen,1
benutzter,1
beolredo,1
beon,1
bequem,2
berat,3
berate,1
bereit,2
bereits,2
berg,1
berlin,2
berly,1
bernard,2
bernardo,1
beschreibung,1
beschrieben,1
besenkammern,1
besoin,1
besonder,1
besonders,4
besorgen,1
besorgt,1
besser,3
best,9
besteck,1
besuch,2
bet,1
beteeen,1
beter,1
beth,4
bethania,2
bethany,2
bethere,1
bethroom,1
bett,5
betten,1
better,70
beulrusaeg,1
beveel,1
beverage,4
beverly,1
beware,89
bewertungen,2
bezogen,1
bezug,1
bf,6
bi,14
bia,1
biagio,2
bian,15
bianca,12
bias,4
bib,1
bicho,1
bichos,1
bicicleta,1
bicycle,7
bid,2
bidden,1
bidet,2
bie,3
bien,9
bienvenida,1
bienvenidos,1
bieten,1
big,471
biggie,2
bike,5
bikes,1
bild,1
bildinggwanrijaege,1
billar,1
billiard,1
billie,1
billing,2
bin,42
bind,4
binder,2
bing,8
binikuichang,1
biogo,1
biohazard,3
biology,1
bird,9
birdsong,1
birth,1
birthday,21
bis,8
biscuit,1
bisogna,1
bisschen,1
bit,489
bitch,2
bitchy,1
bite,81
bitter,7
bitterly,1
bizarre,13
bizarrely,1
bizzare,1
bk,6
bklyn,1
blablabla,1
black,137
blackboard,1
blacken,1
blackmail,3
blackout,3
blah,3
blaime,1
blair,7
blake,2
blame,86
blanca,1
blandly,1
blank,3
blanket,234
blare,5
blase,1
blasphemous,1
blast,25
blasting,2
blatant,4
blatantly,6
blatta,1
blaze,4
bldg,3
bleach,24
bleak,2
blee,1
bleecker,1
bleed,4
blender,2
bless,3
blessing,1
blieben,1
blind,86
blindingly,1
blindsided,2
blink,2
blister,1
blistering,1
blizzard,1
blnasty,1
block,724
blockedd,1
blockout,1
blocks,2
blocs,1
blond,1
blonde,2
blood,55
blooded,1
bloodstain,1
bloody,7
bloomingdale,1
bloomingdales,1
blotch,1
blow,54
blowdryer,1
blower,1
blowing,1
blue,16
bluetooth,1
blunt,4
blvd,1
bnb,256
bnbs,5
bo,7
boa,1
board,65
boarding,3
boat,5
bob,2
bobbly,1
boc,1
boca,1
bodega,6
bodily,10
body,62
bogus,2
bohemian,2
boho,1
boil,14
boiler,21
boiling,2
boineun,1
bolsas,1
bolt,16
bomb,8
bombard,3
bomberos,1
bonaemyeonseo,1
bone,14
bong,2
bonindeul,1
bonne,2
bonus,5
booger,1
book,954
booked,1
bookin,1
booking,148
booklee,1
booklet,4
bookshelf,2
boom,4
boost,1
boot,7
booth,2
boothpaste,1
booze,2
borde,1
border,3
bordering,1
borderline,2
bore,1
bored,1
boreum,1
boring,2
borrow,5
bosangi,1
boss,1
boston,4
botanical,2
bother,138
bothered,4
bothersome,4
bottel,1
bottle,83
bottled,3
bottomed,1
boudoir,1
bougth,1
boulevard,2
bounce,6
bouncer,4
boundary,2
bout,1
boutique,4
bowel,1
bower,1
bowery,5
bowl,32
box,146
boxer,2
boxes,1
boxing,2
boxspring,2
boxy,1
boy,20
boycott,1
boyfriend,96
bqe,2
br,3
bra,3
brace,2
bracelet,1
bracket,1
brady,5
brain,1
brainwash,1
brake,2
branch,1
brand,15
branding,1
braodway,1
brashly,1
brauchen,1
braucht,3
brauchte,1
brauchten,1
brave,2
braydon,1
brazil,4
breach,3
bread,13
breadcrumb,1
breafast,1
break,496
breakable,2
breakdown,2
breaker,15
breakfast,105
breakfasts,1
breakfeast,1
breakup,1
brearh,1
breath,9
breathable,1
breathe,11
breathing,2
breathtake,2
breathtaking,1
breathtakingly,1
breech,1
breed,1
breeze,12
breit,1
brendan,3
bret,1
brett,1
brew,1
brewery,1
brian,12
briande,1
bribe,2
brick,8
bridal,1
bride,3
bridge,22
bridges,1
bridgett,2
brief,15
briefing,2
briefly,8
brigh,1
bright,41
brightly,1
brighton,1
brigitte,3
brilliant,3
brim,1
brine,2
bring,289
brit,2
britain,1
britanny,1
britt,1
brittney,1
bro,1
broad,3
broadway,49
brochure,1
brocken,1
broke,4
broken,150
broker,1
bronchitis,1
bronner,1
bronx,20
bronzer,1
brook,1
brooke,1
brooklin,2
brooklyn,238
brooklynites,1
brooklynpaul,1
broolyn,1
broom,15
brothel,3
brother,43
brown,49
brownie,1
brownish,3
brownstone,26
brownsville,3
brrr,1
bruce,2
bruise,1
bruna,3
brunch,8
brush,26
brut,1
brutal,8
bryan,1
bryant,1
bs,2
btw,9
bu,68
bubble,4
buchen,3
buchung,3
buck,21
bucket,6
buckle,1
bud,3
buddy,4
budge,3
budged,1
budget,46
buena,3
buenas,1
bueno,3
buffalo,1
buffer,1
buffet,3
bug,235
buggest,1
bugs,1
buh,2
build,50
buildin,1
buildind,1
building,820
buildup,2
builidng,1
buisiness,1
bulb,34
bulding,3
bulga,1
bulk,5
bull,1
bullet,4
bullshit,3
bully,11
bulpyeonhami,1
bulpyeonsahangeun,1
bum,1
bummer,9
bummm,1
bump,22
bumper,2
bumping,2
bumpy,2
bun,1
bunch,27
bundle,2
bungalow,5
bunjaengsangtaeida,1
bunk,27
bunkbed,3
bunker,2
bunmane,1
bunny,8
burden,2
bureaucratic,1
bureaus,1
burger,5
burglar,2
burglary,1
burgundy,1
burn,54
burner,3
burnside,1
burr,1
burrito,1
burst,3
bury,3
bus,158
buscamos,1
buscando,1
buscar,1
buscaria,1
bushaltestelle,2
bushwick,18
business,103
businessman,2
businesswoman,2
busques,1
bussiness,1
busstation,2
bust,10
busted,1
bustle,7
bustling,2
busy,90
butcher,1
butt,10
butter,11
buttom,2
button,14
buy,208
buyer,11
buzz,22
buzzer,12
buzzing,2
bye,3
byebye,1
byeolggol,1
byeolyi,1
bymyself,1
bypass,1
cab,34
cabin,16
cabinet,69
cabinets,1
cable,58
cacel,1
cad,1
cada,2
caddie,1
caddy,2
cadera,1
cadge,1
caducada,1
cafe,45
cafetiere,1
cage,4
cai,8
caie,1
cajagaraneun,1
cajboani,1
cajeumyeon,1
cajeurago,1
cajjimoshaeseo,1
cajone,1
cajones,1
cake,17
caked,1
cal,1
calcium,1
caldo,1
calefaccion,4
calefaction,1
calendar,1
calf,1
caliber,1
calida,1
california,7
callback,1
calle,5
called,1
calling,4
calljng,1
callng,1
calm,16
calmly,2
calor,2
calvin,2
cam,2
cama,6
camas,1
cambiado,1
cambiar,1
cambiarlo,1
cambiate,1
cambiato,1
cambio,1
came,1
cameback,1
camel,1
camera,55
cameras,1
cameron,1
cameul,1
cami,4
camila,3
camilas,1
camile,1
camilla,1
camille,2
caminado,1
caminar,1
camouflage,1
camp,11
camper,5
campervan,2
camping,3
campus,2
canada,8
canadian,2
canal,3
cancall,1
cancel,437
cancelation,7
canceling,2
cancellation,45
cancelling,1
cancer,1
candace,1
candado,1
candance,1
candice,6
candid,2
candle,24
candy,4
cane,1
cang,3
cannabis,4
cantaloupe,1
caothic,1
cap,6
capa,1
capability,2
capable,4
capacious,1
capacity,4
capelli,2
capisce,1
capital,2
capsule,4
capture,6
car,218
caracter,1
carafe,1
carbon,6
carbonara,1
carcass,1
carcinogenic,1
card,59
cardboard,8
care,279
career,1
carefew,1
careful,64
carefully,14
careless,10
caren,1
caretaker,9
carful,2
cargo,1
caribbean,2
carichero,1
caridad,1
caring,5
carinoso,1
carl,2
carla,8
carlos,5
carmel,1
carmen,5
carol,20
carolina,2
caroline,14
carpet,109
carpeted,2
carpeting,3
carre,1
carrie,3
carrol,1
carry,91
carseat,1
cart,2
carton,2
casa,34
casas,1
case,205
casey,4
cash,34
cashier,3
casi,2
casing,1
caso,4
casper,9
cast,6
castellana,1
casual,3
casually,1
cat,191
catalogue,2
catcall,1
catcalling,2
catch,70
catcher,1
category,2
cater,2
catering,1
catherine,1
cathleen,1
cation,1
cats,1
caulk,1
caulking,2
causa,1
cause,193
causo,2
caution,8
cautionary,1
cautious,13
cave,11
caveat,1
cavi,1
cayeron,1
cazuelas,1
cc,1
cctv,2
cdc,1
ce,2
cease,1
cecilia,1
cedric,4
ceil,1
ceile,2
ceiling,204
ceilling,1
cekeuaus,1
cekeuhaebwassnya,1
celan,1
celcius,1
celebrate,3
celebration,3
celery,1
cell,36
cellar,2
celle,1
celling,1
cellphone,1
cellular,3
cellulitis,1
celsius,5
celular,1
cement,4
cemento,1
cemetery,1
cemitas,1
ceng,2
cent,4
centar,1
center,61
centimeter,1
centipede,8
central,180
centralise,2
centralize,1
centrally,17
centre,12
centric,2
centricity,1
centro,3
century,4
ceorihaneura,1
ceosnalbuteo,1
ceramic,2
cerca,9
cercana,1
cercania,1
cercanias,1
cereal,5
ceremony,1
cerrada,1
cerradura,1
cerraduras,1
certain,40
certainly,43
certains,1
cesar,3
cesspool,2
cesto,1
cet,1
ceungeuro,1
ceungieossneunde,1
cfl,1
ch,1
cha,2
chad,3
chai,3
chaila,1
chain,18
chainsmoker,1
chair,117
chaise,1
chakra,1
chalant,1
chalk,3
chalky,1
challenge,15
challenging,8
chamber,2
champson,5
chan,1
chana,1
chance,63
chandelier,1
chanels,1
chang,24
change,401
channel,26
chant,1
chantal,1
chantelle,3
chao,8
chaos,7
chaotic,7
character,14
characteristic,2
characterize,1
charge,381
charger,7
charging,3
chari,1
charismatic,1
charity,1
charles,7
charlie,8
charlotta,3
charlotte,5
charm,8
charming,17
chase,9
chastise,1
chat,23
chateau,1
chatter,1
chatting,1
chatty,1
chaya,1
che,25
cheack,1
cheap,254
cheaper,1
cheaply,2
cheat,22
cheated,1
cheater,2
cheatted,1
check,1944
checkin,55
checking,8
checkout,87
cheek,3
cheep,1
cheerful,1
cheers,1
cheese,1
chegamos,1
cheguei,1
cheio,2
chek,2
cheke,1
chelsea,17
chelseamarket,1
chelseamarketchi,1
chemical,14
chen,6
cheng,9
cherokee,1
cherry,2
chest,4
chester,1
chew,5
chf,1
chi,19
chiamato,1
chic,7
chica,1
chicago,2
chick,1
chicken,10
chico,1
chihuahua,1
child,197
childcare,1
childhood,2
childish,5
childishly,1
children,1
chilean,1
chill,12
chilled,2
chilly,9
chimney,3
china,14
chinaski,1
chinatown,17
chinese,18
chip,24
chipping,1
chirp,4
chiteitanodeamarisao,1
chitken,1
chloe,8
chlorine,1
chocolate,14
choice,91
choke,3
cholo,1
cholorine,1
chong,2
choose,147
choosen,1
chop,2
chord,1
chore,4
chou,2
chris,34
christian,11
christiana,8
christians,1
christina,14
christine,3
christinefei,1
christinehuan,1
christinejia,1
christmas,27
christopher,11
chromecast,2
chronic,1
chronically,1
chryslaine,4
chu,19
chuan,1
chuang,20
chui,3
chump,1
chun,1
chunk,3
church,8
churchill,3
churn,1
ci,19
cierto,3
cig,2
cigar,1
cigare,1
cigaret,1
cigarette,85
cigarrette,1
cigarro,2
cimhae,1
cinder,2
cindy,2
cinema,1
cinese,1
cinnamon,1
cinthia,1
circa,2
circle,6
circuit,8
circular,2
circulate,7
circulating,1
circulation,6
circumstance,34
circumvent,2
circunstance,1
circunstancial,1
circunstancias,1
cistern,2
citation,2
cite,3
citi,2
citibike,1
citizen,5
city,369
citybank,1
ciudad,2
civil,2
civility,1
ck,1
cking,1
claim,142
clairaudient,1
claire,1
clam,1
clamie,1
clammy,2
clandestine,1
clang,1
clanging,3
